,entailScore,sentence1,sentence2
617,0.0,developing, removing
618,0.0001,loses,dropping 
619,0.0001,loses, operation 
620,0.0001,loses, shutting down 
621,0.0001,loses, tripping
622,0.0,loses,use 
623,0.0,loses, capacity 
624,0.0,loses, result 
625,0.0,loses, presence
626,0.7663,change,claim 
627,0.7663,change, premier 
628,0.7663,change, high 
629,0.7663,change, rate 
630,0.7663,change, front 
631,0.7663,change, world 
632,0.7663,change, whole
633,0.0,change,observer
634,0.0,change,second
635,0.031,change,putting 
636,0.031,change, name 
637,0.031,change, fourth 
638,0.031,change, time
639,0.0494,change,field 
640,0.0494,change, reason 
641,0.0494,change, existence 
642,0.0494,change, making 
643,0.0494,change, condition
644,0.0059,change,city 
645,0.0059,change, title 
646,0.0059,change, top 
647,0.0059,change, work 
648,0.0059,change, effect
649,0.0308,change,security 
650,0.0308,change, denying 
651,0.0308,change, freeze
652,0.1458,moved,exploring 
653,0.1458,moved, right 
654,0.1458,moved, turning 
655,0.1458,moved, creating 
656,0.1458,moved, production 
657,0.1458,moved, observing 
658,0.1458,moved, public
659,0.0,moved,observer
660,0.0,wearing,continuation 
661,0.0,wearing, gravity 
662,0.0,wearing, potential 
663,0.0,wearing, determination 
664,0.0,wearing, key
665,0.0,wearing,ratio 
666,0.0,wearing, presence 
667,0.0,wearing, characteristic 
668,0.0,wearing, dissolution 
669,0.0,wearing, effect 
670,0.0,wearing, chief 
671,0.0,wearing, second 
672,0.0,wearing, amount 
673,0.0,wearing, weathering
674,0.0,transfer,existence 
675,0.0,transfer, current 
676,0.0,transfer, primary
677,0.0,transfer,story 
678,0.0,transfer, standard
679,0.014,moves,continuation 
680,0.014,moves, gravity 
681,0.014,moves, potential 
682,0.014,moves, determination 
683,0.014,moves, key
684,0.0156,moves,ratio 
685,0.0156,moves, presence 
686,0.0156,moves, characteristic 
687,0.0156,moves, dissolution 
688,0.0156,moves, effect 
689,0.0156,moves, chief 
690,0.0156,moves, second 
691,0.0156,moves, amount 
692,0.0156,moves, weathering
693,0.0066,fall,context 
694,0.0066,fall, union 
695,0.0066,fall, base 
696,0.0066,fall, key 
697,0.0066,fall, tenant 
698,0.0066,fall, quantity
699,0.25,fall,temperature 
700,0.25,fall, reference 
701,0.25,fall, amount 
702,0.25,fall, creation 
703,0.25,fall, primary 
704,0.25,fall, rain 
705,0.25,fall, general 
706,0.25,fall, separating 
707,0.25,fall, deposition 
708,0.25,fall, site 
709,0.25,fall, difference
710,0.0,fall,confusion 
711,0.0,fall, energy 
712,0.0,fall, governing 
713,0.0,fall, evaporation 
714,0.0,fall, reason 
715,0.0,fall, heating up
716,0.0,becomes,confusion 
717,0.0,becomes, energy 
718,0.0,becomes, governing 
719,0.0,becomes, evaporation 
720,0.0,becomes, reason 
721,0.0,becomes, heating up
722,0.0,becomes,context 
723,0.0,becomes, union 
724,0.0,becomes, base 
725,0.0,becomes, key 
726,0.0,becomes, tenant 
727,0.0,becomes, quantity
728,0.0,becomes,land 
729,0.0,becomes, ratio 
730,0.0,becomes, driving 
731,0.0,becomes, determining 
732,0.0,becomes, average 
733,0.0,becomes, crop 
734,0.0,becomes, bulk 
735,0.0,becomes, answer 
736,0.0,becomes, word 
737,0.0,becomes, fact
738,0.0142,becomes,current 
739,0.0142,becomes, culprit 
740,0.0142,becomes, sensitivity 
741,0.0142,becomes, relative 
742,0.0142,becomes, amount
743,0.0,go,solution
744,0.0025,go,core 
745,0.0025,go, layer 
746,0.0025,go, reference 
747,0.0025,go, leading 
748,0.0025,go, matter 
749,0.0025,go, fact
750,0.0,go,tattooing 
751,0.0,go, use
752,0.02,make,information 
753,0.02,make, estimation 
754,0.02,make, applying 
755,0.02,make, ability 
756,0.02,make, taking 
757,0.02,make, rule 
758,0.02,make, portion 
759,0.02,make, future 
760,0.02,make, incorporated 
761,0.02,make, net 
762,0.02,make, law 
763,0.02,make, temperature
764,0.1877,make,collecting 
765,0.1877,make, acquiring 
766,0.1877,make, point 
767,0.1877,make, breaking 
768,0.1877,make, building up 
769,0.1877,make, key 
770,0.1877,make, accumulating
771,0.0295,make,leading 
772,0.0295,make, man
773,0.0,survive,adapting 
774,0.0,survive, altering 
775,0.0,survive, taking 
776,0.0,survive, second 
777,0.0,survive, ensuring 
778,0.0,survive, shifting 
779,0.0,survive, adaptation 
780,0.0,survive, key 
781,0.0,survive, answer 
782,0.0,survive, special
783,0.0,survive,driving 
784,0.0,survive, altering 
785,0.0,survive, primary 
786,0.0,survive, changing 
787,0.0,survive, accepting
788,0.0,disguise,solution
789,0.0,disguise,core 
790,0.0,disguise, layer 
791,0.0,disguise, reference 
792,0.0,disguise, leading 
793,0.0,disguise, matter 
794,0.0,disguise, fact
795,0.0,disguise,tattooing 
796,0.0,disguise, use
797,0.0514,produce,breaking down 
798,0.0514,produce, third 
799,0.0514,produce, reason 
800,0.0514,produce, cutting 
801,0.0514,produce, moving 
802,0.0514,produce, result 
803,0.0514,produce, combining 
804,0.0514,produce, following 
805,0.0514,produce, fact
806,0.0266,produce,engine 
807,0.0266,produce, circulation 
808,0.0266,produce, driving 
809,0.0266,produce, route 
810,0.0266,produce, work 
811,0.0266,produce, influence 
812,0.0266,produce, pumping 
813,0.0266,produce, drawing 
814,0.0266,produce, converted 
815,0.0266,produce, carrying 
816,0.0266,produce, movement 
817,0.0266,produce, bringing 
818,0.0266,produce, reduced 
819,0.0266,produce, mean
820,0.0153,produce,field 
821,0.0153,produce, reason 
822,0.0153,produce, existence 
823,0.0153,produce, making 
824,0.0153,produce, condition
825,0.0,breaking,tendency 
826,0.0,breaking, fundamental 
827,0.0,breaking, allowing
828,0.0,breaking,continuation 
829,0.0,breaking, gravity 
830,0.0,breaking, potential 
831,0.0,breaking, determination 
832,0.0,breaking, key
833,0.0,breaking,ratio 
834,0.0,breaking, presence 
835,0.0,breaking, characteristic 
836,0.0,breaking, dissolution 
837,0.0,breaking, effect 
838,0.0,breaking, chief 
839,0.0,breaking, second 
840,0.0,breaking, amount 
841,0.0,breaking, weathering
842,0.0011,change,emotion 
843,0.0011,change, dynamic 
844,0.0011,change, way
845,0.0,change,catalyst 
846,0.0,change, basis
847,0.0,movement,right
848,0.0,movement,imagining 
849,0.0,movement, angle 
850,0.0,movement, planting 
851,0.0,movement, practice 
852,0.0,movement, spectrum 
853,0.0,movement, height 
854,0.0,movement, allowing 
855,0.0,movement, fundamental 
856,0.0,movement, principal 
857,0.0,movement, quantity
858,0.0,movement,observer
859,1.0,convert,name 
860,1.0,convert, primary 
861,1.0,convert, expansion 
862,1.0,convert, seat 
863,1.0,convert, other 
864,1.0,convert, converts 
865,1.0,convert, converted
866,0.0,convert,second
867,0.0,convert,confusion 
868,0.0,convert, energy 
869,0.0,convert, governing 
870,0.0,convert, evaporation 
871,0.0,convert, reason 
872,0.0,convert, heating up
873,0.0,Offspring,chef 
874,0.0,Offspring, sharing 
875,0.0,Offspring, organ 
876,0.0,Offspring, essence
877,0.0,Select,emotion 
878,0.0,Select, dynamic 
879,0.0,Select, way
880,0.0,Select,catalyst 
881,0.0,Select, basis
882,0.0,passes,right 
883,0.0,passes, observer 
884,0.0,passes, focus 
885,0.0,passes, magnitude 
886,0.0,passes, current 
887,0.0,passes, second 
888,0.0,passes, edge 
889,0.0,passes, fourth 
890,0.0,passes, starting
891,0.0007,passes,considering 
892,0.0007,passes, angle 
893,0.0007,passes, inspecting 
894,0.0007,passes, power 
895,0.0007,passes, developing 
896,0.0007,passes, uncovering 
897,0.0007,passes, bouncing 
898,0.0007,passes, turned 
899,0.0007,passes, installing 
900,0.0007,passes, other 
901,0.0007,passes, key 
902,0.0007,passes, line 
903,0.0007,passes, assessment 
904,0.0007,passes, fact
905,0.0,forms,rate 
906,0.0,forms, key
907,0.0,forms,loss 
908,0.0,forms, behavior
909,0.0,exploding,emotion 
910,0.0,exploding, dynamic 
911,0.0,exploding, way
912,0.0,exploding,catalyst 
913,0.0,exploding, basis
914,0.0,reproduction,rate 
915,0.0,reproduction, key
916,0.0,reproduction,chef 
917,0.0,reproduction, sharing 
918,0.0,reproduction, organ 
919,0.0,reproduction, essence
920,0.0,rub,observer
921,0.0,rub,engine 
922,0.0,rub, magic 
923,0.0,rub, flow 
924,0.0,rub, test 
925,0.0,rub, second 
926,0.0,rub, following
927,0.0278,changes,context 
928,0.0278,changes, union 
929,0.0278,changes, base 
930,0.0278,changes, key 
931,0.0278,changes, tenant 
932,0.0278,changes, quantity
933,1.0,changes,confusion 
934,1.0,changes, energy 
935,1.0,changes, governing 
936,1.0,changes, evaporation 
937,1.0,changes, reason 
938,1.0,changes, heating up
939,0.0002,movement,context 
940,0.0002,movement, union 
941,0.0002,movement, base 
942,0.0002,movement, key 
943,0.0002,movement, tenant 
944,0.0002,movement, quantity
945,0.0,movement,confusion 
946,0.0,movement, energy 
947,0.0,movement, governing 
948,0.0,movement, evaporation 
949,0.0,movement, reason 
950,0.0,movement, heating up
951,1.0,bounces,considering 
952,1.0,bounces, angle 
953,1.0,bounces, inspecting 
954,1.0,bounces, power 
955,1.0,bounces, developing 
956,1.0,bounces, uncovering 
957,1.0,bounces, bouncing 
958,1.0,bounces, turned 
959,1.0,bounces, installing 
960,1.0,bounces, other 
961,1.0,bounces, key 
962,1.0,bounces, line 
963,1.0,bounces, assessment 
964,1.0,bounces, fact
965,0.0,bounces,index 
966,0.0,bounces, determining 
967,0.0,bounces, negative 
968,0.0,bounces, general 
969,0.0,bounces, measuring 
970,0.0,bounces, principal
971,0.0278,changing,context 
972,0.0278,changing, union 
973,0.0278,changing, base 
974,0.0278,changing, key 
975,0.0278,changing, tenant 
976,0.0278,changing, quantity
977,1.0,changing,search 
978,1.0,changing, cause 
979,1.0,changing, goal 
980,1.0,changing, offloading 
981,1.0,changing, essence 
982,1.0,changing, receipt 
983,1.0,changing, storage 
984,1.0,changing, keeping 
985,1.0,changing, current 
986,1.0,changing, second 
987,1.0,changing, converted 
988,1.0,changing, technology 
989,1.0,changing, encoding 
990,1.0,changing, software
991,1.0,changing,confusion 
992,1.0,changing, energy 
993,1.0,changing, governing 
994,1.0,changing, evaporation 
995,1.0,changing, reason 
996,1.0,changing, heating up
997,0.0001,helps,theory 
998,0.0001,helps, advantage 
999,0.0001,helps, science 
1000,0.0001,helps, second 
1001,0.0001,helps, premise
1002,0.0001,helps,impact 
1003,0.0001,helps, right 
1004,0.0001,helps, creating 
1005,0.0001,helps, relocating 
1006,0.0001,helps, investing 
1007,0.0001,helps, transferring 
1008,0.0001,helps, mapping 
1009,0.0001,helps, surface 
1010,0.0001,helps, installing 
1011,0.0001,helps, second 
1012,0.0001,helps, moving 
1013,0.0001,helps, entering 
1014,0.0001,helps, exporting 
1015,0.0001,helps, world 
1016,0.0001,helps, stirring 
1017,0.0001,helps, making
1018,0.0,helps,tattooing 
1019,0.0,helps, use
1020,0.0142,turning,temperature 
1021,0.0142,turning, reference 
1022,0.0142,turning, amount 
1023,0.0142,turning, creation 
1024,0.0142,turning, primary 
1025,0.0142,turning, rain 
1026,0.0142,turning, general 
1027,0.0142,turning, separating 
1028,0.0142,turning, deposition 
1029,0.0142,turning, site 
1030,0.0142,turning, difference
1031,0.0,turning,context 
1032,0.0,turning, union 
1033,0.0,turning, base 
1034,0.0,turning, key 
1035,0.0,turning, tenant 
1036,0.0,turning, quantity
1037,0.0,turning,search 
1038,0.0,turning, cause 
1039,0.0,turning, goal 
1040,0.0,turning, offloading 
1041,0.0,turning, essence 
1042,0.0,turning, receipt 
1043,0.0,turning, storage 
1044,0.0,turning, keeping 
1045,0.0,turning, current 
1046,0.0,turning, second 
1047,0.0,turning, converted 
1048,0.0,turning, technology 
1049,0.0,turning, encoding 
1050,0.0,turning, software
1051,0.25,turning,confusion 
1052,0.25,turning, energy 
1053,0.25,turning, governing 
1054,0.25,turning, evaporation 
1055,0.25,turning, reason 
1056,0.25,turning, heating up
1057,0.0,divide,rate 
1058,0.0,divide, key
1059,0.0,divide,truth 
1060,0.0,divide, power 
1061,0.0,divide, fourth 
1062,0.0,divide, default 
1063,0.0,divide, third 
1064,0.0,divide, basis 
1065,0.0,divide, research 
1066,0.0,divide, recharging 
1067,0.0,divide, cost 
1068,0.0,divide, key 
1069,0.0,divide, removing
1070,0.0,spoiling,emotion 
1071,0.0,spoiling, dynamic 
1072,0.0,spoiling, way
1073,0.0,spoiling,catalyst 
1074,0.0,spoiling, basis
1075,0.0001,saving,collecting 
1076,0.0001,saving, right 
1077,0.0001,saving, trend 
1078,0.0001,saving, recycling 
1079,0.0001,saving, turned 
1080,0.0001,saving, total 
1081,0.0001,saving, placing 
1082,0.0001,saving, better 
1083,0.0001,saving, dismantling 
1084,0.0001,saving, split 
1085,0.0001,saving, utilizing 
1086,0.0001,saving, repurposed 
1087,0.0001,saving, turning 
1088,0.0001,saving, replacing 
1089,0.0001,saving, standard 
1090,0.0001,saving, law 
1091,0.0001,saving, recovering 
1092,0.0001,saving, taking 
1093,0.0001,saving, converted 
1094,0.0001,saving, processed 
1095,0.0001,saving, making
1096,0.0,saving,impact 
1097,0.0,saving, premier 
1098,0.0,saving, driving 
1099,0.0,saving, determining 
1100,0.0,saving, practice 
1101,0.0,saving, key 
1102,0.0,saving, world 
1103,0.0,saving, contribution
1104,0.0,saving,context 
1105,0.0,saving, union 
1106,0.0,saving, base 
1107,0.0,saving, key 
1108,0.0,saving, tenant 
1109,0.0,saving, quantity
1110,0.0293,saving,learning 
1111,0.0293,saving, basis 
1112,0.0293,saving, managing 
1113,0.0293,saving, entering 
1114,0.0293,saving, taking 
1115,0.0293,saving, developing 
1116,0.0293,saving, value 
1117,0.0293,saving, turn 
1118,0.0293,saving, other 
1119,0.0293,saving, transformed 
1120,0.0293,saving, key 
1121,0.0293,saving, manipulating 
1122,0.0293,saving, translated 
1123,0.0293,saving, making 
1124,0.0293,saving, creating
1125,0.0159,change,putting 
